Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SRR14514184_1	SRR14514184_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33298376.0	3.3 Gbp	0.0	100.0	42.0	78.0247394481563	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	fail
SRR14514184_2	SRR14514184_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33298376.0	3.3 Gbp	0.0	100.0	42.0	60.33083379687064	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
SRR14514185_1	SRR14514185_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23705960.0	2.3 Gbp	0.0	100.0	41.0	86.62198158911796	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	fail
SRR14514185_2	SRR14514185_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23705960.0	2.3 Gbp	0.0	100.0	42.0	68.55227293094799	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	fail
SRR14514186_1	SRR14514186_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22081983.0	2.2 Gbp	0.0	100.0	43.0	80.14062685511864	100.0	100	pass	pass	warn	pass	fail	fail	pass	pass	pass	warn	fail
SRR14514186_2	SRR14514186_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22081983.0	2.2 Gbp	0.0	100.0	43.0	59.9275441743399	100.0	100	pass	pass	pass	pass	fail	fail	pass	pass	warn	warn	fail
SRR14514187_1	SRR14514187_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18530509.0	1.8 Gbp	0.0	100.0	41.0	89.18167925135432	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	warn
SRR14514187_2	SRR14514187_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18530509.0	1.8 Gbp	0.0	100.0	42.0	73.53260684493634	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	warn
SRR14514188_1	SRR14514188_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23289451.0	2.3 Gbp	0.0	100.0	43.0	81.01615205482562	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	warn
SRR14514188_2	SRR14514188_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23289451.0	2.3 Gbp	0.0	100.0	43.0	64.25905659234134	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR14514189_1	SRR14514189_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32816828.0	3.2 Gbp	0.0	100.0	47.0	76.65775713611718	100.0	100	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR14514189_2	SRR14514189_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32816828.0	3.2 Gbp	0.0	100.0	47.0	62.41541341420326	100.0	100	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	fail
SRR14514190_1	SRR14514190_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20700939.0	2 Gbp	0.0	100.0	42.0	84.80194757704732	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	warn
SRR14514190_2	SRR14514190_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20700939.0	2 Gbp	0.0	100.0	43.0	66.8184092002062	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR14514191_1	SRR14514191_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32174523.0	3.2 Gbp	0.0	100.0	42.0	83.80098555155966	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	fail
SRR14514191_2	SRR14514191_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32174523.0	3.2 Gbp	0.0	100.0	42.0	66.2419532796399	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
SRR14514192_1	SRR14514192_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44160910.0	4.4 Gbp	0.0	100.0	43.0	79.84689039946387	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	warn
SRR14514192_2	SRR14514192_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44160910.0	4.4 Gbp	0.0	100.0	43.0	61.47016071240853	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR14514193_1	SRR14514193_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34175244.0	3.4 Gbp	0.0	100.0	42.0	79.97444014667062	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	warn
SRR14514193_2	SRR14514193_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34175244.0	3.4 Gbp	0.0	100.0	42.0	63.19521788733373	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR14514194_1	SRR14514194_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24825710.0	2.4 Gbp	0.0	100.0	42.0	80.84477691862269	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	warn
SRR14514194_2	SRR14514194_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24825710.0	2.4 Gbp	0.0	100.0	43.0	63.60645211965188	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR14514195_1	SRR14514195_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21905046.0	2.1 Gbp	0.0	100.0	44.0	80.96926511457933	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	pass
SRR14514195_2	SRR14514195_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21905046.0	2.1 Gbp	0.0	100.0	44.0	61.61595186627915	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
SRR14514196_1	SRR14514196_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7327184.0	732.7 Mbp	0.0	100.0	43.0	84.69353157217328	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	fail
SRR14514196_2	SRR14514196_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7327184.0	732.7 Mbp	0.0	100.0	43.0	72.51770680558663	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	fail
SRR14514197_1	SRR14514197_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25005517.0	2.5 Gbp	0.0	100.0	43.0	86.160299819347	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	warn
SRR14514197_2	SRR14514197_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25005517.0	2.5 Gbp	0.0	100.0	43.0	67.65717950067122	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	warn
SRR14514198_1	SRR14514198_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17710118.0	1.7 Gbp	0.0	100.0	41.0	86.20842587153444	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	warn
SRR14514198_2	SRR14514198_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17710118.0	1.7 Gbp	0.0	100.0	42.0	72.4210699022441	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	warn
SRR14514199_1	SRR14514199_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23182284.0	2.3 Gbp	0.0	100.0	42.0	85.04556526177477	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	warn
SRR14514199_2	SRR14514199_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23182284.0	2.3 Gbp	0.0	100.0	41.0	67.33684719666438	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR14514200_1	SRR14514200_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31059204.0	3.1 Gbp	0.0	100.0	41.0	84.87771281815682	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	fail
SRR14514200_2	SRR14514200_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31059204.0	3.1 Gbp	0.0	100.0	41.0	67.35411164187467	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
SRR14514201_1	SRR14514201_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28770511.0	2.8 Gbp	0.0	100.0	41.0	85.15548868626308	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	warn
SRR14514201_2	SRR14514201_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28770511.0	2.8 Gbp	0.0	100.0	41.0	66.7671302935735	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR14514202_1	SRR14514202_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25063320.0	2.5 Gbp	0.0	100.0	41.0	85.36562482976652	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	warn
SRR14514202_2	SRR14514202_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25063320.0	2.5 Gbp	0.0	100.0	41.0	67.82512640899306	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR14514203_1	SRR14514203_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41143863.0	4.1 Gbp	0.0	100.0	43.0	85.00547514065477	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	fail
SRR14514203_2	SRR14514203_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41143863.0	4.1 Gbp	0.0	100.0	43.0	62.21270708352121	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
SRR14514204_1	SRR14514204_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26665253.0	2.6 Gbp	0.0	100.0	43.0	77.56010207942371	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	warn	warn
SRR14514204_2	SRR14514204_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26665253.0	2.6 Gbp	0.0	100.0	43.0	61.130265292017725	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR14514205_1	SRR14514205_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40118370.0	4 Gbp	0.0	100.0	43.0	72.7745636021205	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	fail
SRR14514205_2	SRR14514205_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40118370.0	4 Gbp	0.0	100.0	44.0	57.84201453789021	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
SRR14514206_1	SRR14514206_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21274173.0	2.1 Gbp	0.0	100.0	43.0	75.61537694614697	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	warn	warn
SRR14514206_2	SRR14514206_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21274173.0	2.1 Gbp	0.0	100.0	43.0	56.7234251826253	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR14514207_1	SRR14514207_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38701509.0	3.8 Gbp	0.0	100.0	43.0	76.40285387242021	100.0	100	pass	pass	warn	pass	fail	fail	pass	pass	pass	pass	warn
SRR14514207_2	SRR14514207_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38701509.0	3.8 Gbp	0.0	100.0	43.0	59.25539479501788	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR14514208_1	SRR14514208_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26340758.0	2.6 Gbp	0.0	100.0	42.0	80.6790055538673	100.0	100	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	pass
SRR14514208_2	SRR14514208_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26340758.0	2.6 Gbp	0.0	100.0	42.0	61.26625663704518	100.0	100	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
